routeId,locationId
107605174,107605155
107717687,107605138
106248472,106248455
106249536,106248455
106249545,106248455
106651430,106248455
106248462,106248455
106249484,106248455
106651418,106248455
107484556,106248455
106651422,106248455
107484544,106248455
108146254,108146250
106833521,106833394
114026883,106833394
112291812,106833394
114365032,106833394
114008284,106833394
112292266,106833394
114025357,106833394
106833407,106833394
114041562,106833394
114012896,106833394
114018993,106833394
114110800,106833394
114030083,106833394
106833499,106833394
114007871,106833394
112291779,106833394
112292232,106833394
106833505,106833394
114041590,106833394
112292214,106833394
113992368,106833394
114019034,106833394
114019062,106833394
106833513,106833394
114041531,106833394
106833398,106833394
112291851,106833394
114041852,106833394
114365334,106833394
114365430,106833394
114019011,106833394
114110819,106833394
114799149,109749052
109749346,109749052
118280285,109749052
113947753,109749052
109757086,109749052
109749250,109749052
118989341,109749052
118819636,109749052
118752449,109749052
118281014,109749052
109749374,109749052
118816858,109749052
114799193,109749052
109749325,109749052
114250980,109749052
114119692,109749052
114185102,109749052
114233923,109749052
106325615,106322465
106322478,106322471
106327218,106322471
106329925,106322471
106322459,106322456
110705695,110705691
112451527,105923472
107902291,105923472
106111921,105923472
116998179,105923472
106111900,105923472
106110409,105923472
109743373,105923472
106102137,105923472
105923692,105923472
112444109,105923472
105923698,105923472
105975336,105923472
118739403,105923472
111871851,105923472
105978166,105923472
106102146,105923472
105923687,105923472
105923712,105923472
106102129,105923472
105923704,105923472
111871868,105923472
105923708,105923472
108049350,105923472
105982497,105923472
106363580,106363568
106367114,106363568
106363571,106363568
107367216,107366748
107367316,107366748
106286461,107366748
107367237,107366748
106294040,107366748
106298920,107366748
107362365,107366748
107367196,107366748
114292267,107366748
107367192,107366748
107367295,107366748
106293533,107366748
107367359,107366748
107367368,107366748
106095020,107366748
106095015,107366748
106095025,107366748
106286713,107366748
107367087,107366748
107367307,107366748
107367425,107366748
107367207,107366748
107367383,107366748
106297201,107366748
106293538,107366748
107367188,107366748
106301126,107366748
107367342,107366748
107367408,107366748
106293527,107366748
107367095,107366748
107367080,107366748
106286494,107366748
116248547,111547302
111547316,111547302
112419817,111547302
112419836,111547302
116248530,111547302
118286622,111547302
111678540,111547302
111547354,111547302
111547340,111547302
107368537,107368521
107368544,107368521
107368532,107368521
118101021,108475590
108475594,108475590
118101033,108475590
107370087,107370074
107370077,107370074
107370126,107370074
107370108,107370074
117742742,117742739
117742788,117742739
117742776,117742739
117742794,117742739
117742781,117742739
117742764,117742739
117742800,117742739
117742772,117742739
118100997,112418067
118100976,112418067
118100987,112418067
116248571,112418067
116248617,112418067
112418075,112418067
118101004,112418067
112418112,112418067
107409911,107409381
107409823,107409381
107409868,107409381
114292242,107409381
107409463,107409381
107409842,107409381
107409442,107409381
106297481,107409381
107409523,107409381
107409800,107409381
107409391,107409381
107409901,107409381
107370206,107370149
